caseid,v013,v024,v025,v106,v130,v131,v136,v137,v150,v151,v152,v157,v158,v159,v190,v201,v213,v218,v225,v312,v463a,v463b,v463c,v463x,v463z,v501,v504,v505,v511,v613,v621,v701,v704,v714,v716,v730,v743a,v743b,v743d,v743f,v744a,v744b,v744c,v744d,v744e,v745a,v745b,v822,v850a,v812,d101a,d101b,d101c,d101d,d101e,d104,d106,d107,d108,d113,d121,d129,ipv,vio
     0699013 02,6,3,2,2,2,3,6,0,2,1,42,2,2,0,2,3,0,3, ,6,0,0,0,0,1,1,1,0,19,3, ,1,61,0,61,42,2,2,2,2,0,0,0,0,0,2,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,NaN
     0699041 05,6,3,2,1,2,3,7,0,12,2,38,2,2,2,4,3,0,3, ,0,0,0,0,0,1,3, , ,23,3, ,2,61,1,91, , , , , ,1,1,0,1,0,0,0,1, ,0,1,1,0,0,0,0,0,0,0,1,1,0,0,NaN
     0700009 02,4,2,1,0,3,11,4,0,3,2,62,0,1,0,5,2,0,2, ,0,0,0,0,0,1,1,2,2,18,96,8,2,25,0,0,48,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0700018 02,4,2,1,0,3,11,6,2,2,1,50,0,1,2,5,1,0,1, ,0,0,0,0,0,1,1,2,0,26,12,2,3,36,0,0,49,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0700037 01,3,2,1,3,2,4,1,0,1,2,26,2,2,0,5,0,0,0, ,0,0,0,0,0,1,2,2,0,23,96,1,3,91,1,91,28,2,2,2,2,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0700046 02,2,2,1,1,2,7,4,2,2,1,28,0,0,0,4,2,0,2, ,2,0,0,0,0,1,1,1,0,17,3,1,2,71,0,0,28,2,2,2,2,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0700055 01,5,2,1,0,3,11,1,0,1,2,39,0,2,0,4,0,0,0, ,0,0,0,0,0,1,4, , ,29,96, ,2,0,1,91, , , , , ,1,0,1,0,0,0,0,1, ,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NaN
     0701050 02,4,2,1,3,2,9,2,0,2,1,34,1,2,2,5,2,0,2, ,3,0,0,0,0,1,1,1,0,17,3,1,3,93,1,32,33,1,2,2,2,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NaN
     0702048 01,4,2,1,0,3,11,6,1,1,2,30,0,0,0,3,5,0,5, ,3,0,0,0,0,1,1,2,1,16,15,1,1,88,1,14,40,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     0702082 02,5,2,1,0,3,11,10,3,2,1,43,0,2,0,3,8,0,8, ,0,0,0,0,0,1,2,1,0,16,10,2,0,91,0,0,43,1,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0702099 02,3,2,1,0,3,11,6,3,2,1,37,0,0,2,5,6,0,6, ,0,0,0,0,0,1,1,1,1,14,10,2,3,32,0,0,37,1,4,2,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,NaN
     0703067 02,2,2,1,1,3,11,5,2,2,1,38,0,0,2,5,2,1,2,1,0,0,0,0,0,1,1,1,0,15,96,2,1,88,0,0,35,4,4,4,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0704012 02,2,2,1,0,3,11,5,2,2,1,36,0,0,0,1,4,0,3, ,0,0,0,0,0,1,1,1,0,12,10,8,0,75,0,0,36,2,2,2,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NaN
     0705068 02,5,2,1,0,3,11,6,1,2,1,39,0,1,0,4,4,0,4, ,0,0,0,0,0,1,1,1,1,25,10,2,2,61,1,54,39,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0705090 01,4,2,1,0,3,11,10,2,1,2,34,0,1,0,4,9,0,9, ,0,0,0,0,0,1,3, , ,19,10, ,1,61,0,0, , , , , ,0,0,0,0,0,3,3,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0706058 02,5,2,1,0,3,11,10,2,2,1,38,0,0,0,3,10,0,8, ,0,0,0,0,0,1,1,1,1,18,96,3,1,88,0,0,38,4,1,4,4,0,0,0,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0706073 02,3,2,1,1,3,11,6,2,2,1,26,0,0,0,4,4,0,4, ,0,0,0,0,0,1,1,1,0,16,20,3,0,61,1,53,26,4,4,2,4,0,1,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0707029 07,1,2,1,0,3,11,9,3,8,1,47,0,0,2,4,0,0,0, ,0,0,0,0,0,1,1,2,0,16,96,8,2,35,0,0,35,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0707077 02,4,2,1,0,3,11,8,3,2,1,32,0,1,1,4,6,0,6, ,0,0,0,0,0,1,1,1,0,18,10,2,0,25,0,0,32,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0707093 02,3,2,1,0,3,11,6,2,2,1,30,0,0,2,5,2,1,2,1,0,0,0,0,0,1,1,1,1,22,10,1,1,88,0,0,30,2,2,2,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0708031 02,5,2,1,1,3,11,5,0,2,1,44,0,1,2,4,5,0,3, ,0,0,0,0,0,1,1,1,0,22,10,2,1,0,0,0,34,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0708080 06,2,2,1,0,3,11,13,0,3,1,65,0,0,0,2,0,0,0, ,0,0,0,0,0,1,1,2,0,21,7,2,0,91,0,0,25,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0708097 02,3,2,1,0,3,11,4,1,2,1,36,0,0,0,4,2,0,2, ,0,0,0,0,0,1,1,1,0,16,10,8,2,41,0,0,36,4,4,4,4,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NaN
     0709009 02,2,2,2,0,3,11,5,2,2,1,46,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,1,2,16,10,2,0,25,0,0,46,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,NaN
     0709035 02,1,2,2,0,3,11,2,0,2,1,23,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,16,10,2,0,61,0,0,23,2,2,2,2,0,0,0,0,0,3,3,0,0,0,1,8,0,1,1,0,0,0,0,0,1,0,0,NaN
     0709052 02,5,2,2,0,3,11,10,2,2,1,67,0,2,0,1,7,0,7, ,0,0,0,0,0,1,1,1,0,15,7,2,0,35,0,0,67,4,4,4,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,NaN
     0710010 02,4,2,2,0,3,11,6,1,2,1,61,0,0,0,1,5,0,4, ,0,0,0,0,0,1,1,2,0,15,10,2,0,52,0,0,40,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0710042 02,4,2,2,0,3,96,5,2,2,1,51,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,1,20,7,8,0,71,1,61,51,4,4,4,4,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,NaN
     0710063 02,7,2,2,0,3,96,7,2,2,1,65,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,1,1,15,3,2,0,91,1,61,65,4,4,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,3,NaN
     0712008 02,3,2,2,0,3,11,6,3,2,1,40,0,2,0,1,6,0,4, ,0,0,0,0,0,1,1,1,0,15,10,8,0,92,0,0,40,2,2,2,2,0,0,0,0,0,3,3,0,0,0,1,0,1,0,1,1,1,1,0,0,0,2,3,NaN
     0713006 02,4,2,2,0,3,11,6,2,2,1,40,0,0,0,1,6,0,6, ,0,0,0,0,0,1,1,1,0,19,10,2,0,91,0,0,40,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0713014 02,3,2,2,0,3,11,5,2,2,1,36,0,0,0,1,5,0,4, ,0,0,0,0,0,1,1,1,0,15,10,2,0,61,0,0,36,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0713036 02,6,2,2,0,3,11,4,1,2,1,64,0,0,0,1,6,0,3, ,0,0,0,0,0,1,1,1,1,22,10,2,0,61,0,0,64,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0713043 02,3,2,2,0,3,11,4,1,2,1,28,0,0,0,1,6,0,2, ,0,0,0,0,0,1,1,1,0,14,6,2,0,61,0,0,28,2,2,2,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NaN
     0714008 02,5,2,2,0,3,11,7,2,2,1,38,0,0,0,1,5,0,5, ,0,0,0,0,0,1,1,1,0,25,20,1,0,29,0,0,38,2,2,2,2,0,0,0,0,0,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0714012 02,5,2,2,0,3,11,6,2,2,1,45,0,0,0,1,5,0,5, ,0,0,0,0,0,1,1,1,0,17,10,2,0,61,0,0,45,2,2,1,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0714016 02,5,2,2,0,3,11,11,1,2,1,30,0,0,0,1,6,0,6, ,0,0,0,0,0,1,1,1,0,23,10,2,0,92,0,0,30,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0715010 02,4,2,2,0,3,11,7,2,2,1,35,0,0,0,1,8,1,5,1,0,0,0,0,0,1,1,1,0,18,16,2,0,92,0,0,35,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0715021 02,6,2,2,0,3,11,7,1,2,1,40,0,0,0,1,7,0,7, ,0,0,0,0,0,1,1,1,0,21,8,2,0,91,0,0,40,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0715027 01,5,2,2,0,3,11,5,0,1,2,36,0,0,0,1,5,1,3,1,0,0,0,0,0,1,1,2,0,19,10,2,1,91,0,0,52,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,NaN
     0715032 02,1,2,2,0,3,11,2,0,2,1,30,0,0,0,1,0,0,0, ,0,0,0,0,0,1,1,1,0,17,10,2,0,91,0,0,30,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0716027 02,3,2,2,0,3,11,6,2,2,1,33,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,1,13,10,2,0,92,0,0,33,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0717034 02,3,2,2,0,3,11,11,3,2,1,31,0,0,0,1,7,1,7,1,0,0,0,0,0,1,1,1,0,16,15,1,1,51,0,0,31,4,4,4,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0717046 01,1,2,2,0,3,11,3,1,1,2,19,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,2,0,10,10,2,0,61,0,0,34,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0717070 02,5,2,2,0,3,11,6,2,2,1,40,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,28,96,8,0,91,0,0,40,4,4,4,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0718028 02,5,2,2,0,3,11,11,2,2,1,40,0,0,0,1,6,0,6, ,0,0,0,0,0,1,1,1,0,19,6,2,0,92,0,0,40,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0718043 01,4,2,2,0,3,11,8,2,1,2,30,0,0,0,1,7,1,7,1,0,0,0,0,0,1,1,2,0,14,14,2,0,61,0,0,50,2,2,2,2,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0718058 01,3,2,2,0,3,11,7,3,1,2,27,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,2,0,17,96,2,0,61,0,0,40,2,2,2,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0718088 01,3,2,2,0,3,11,2,1,1,2,25,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,2,0,23,15,2,0,61,0,0,28,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0719011 02,6,2,2,0,3,11,10,4,2,1,40,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,1,0,25,16,2,0,91,0,0,40,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0719022 01,2,2,2,0,3,11,2,1,1,2,21,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,2,0,15,96,8,0,92,0,0,28,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NaN
     0719033 02,5,2,2,0,3,11,13,2,2,1,61,0,0,0,1,11,0,11, ,0,0,0,0,0,1,1,1,0,15,15,2,0,92,0,0,61,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0719044 02,1,2,2,0,3,11,5,2,2,1,61,0,0,0,1,3,0,2, ,0,0,0,0,0,1,1,1,0,14,20,8,0,91,0,0,61,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0720011 01,4,2,2,0,3,11,6,0,1,2,33,0,0,0,1,5,0,5, ,0,0,0,0,0,1,3, , ,15,10, ,0,61,0,0, , , , , ,0,0,0,0,0,1,1,0, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0720016 02,3,2,2,0,3,11,7,2,2,1,56,0,0,0,1,8,0,5, ,0,0,0,0,0,1,1,1,1,17,10,2,0,29,0,0,56,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0721010 02,5,2,1,0,3,11,7,0,2,1,58,0,1,1,4,4,0,4, ,0,0,0,0,0,1,1,1,1,19,10,2,1,37,0,0,58,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0721034 01,4,2,1,1,3,11,14,4,1,2,30,1,1,1,3,8,0,5, ,0,0,0,0,0,1,1,2,0,19,8,2,1,91,0,0,45,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0721058 03,1,2,1,0,3,11,3,0,5,2,70,0,0,0,3,0,1,0,1,0,0,0,0,0,1,1,2,0,16,96,8,0,91,0,0,35,2,2,2,2,1,1,1,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NaN
     0722025 02,2,2,2,0,3,11,3,1,2,1,56,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,1,1,16,6,2,0,92,0,0,56,2,2,2,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0722034 02,3,2,2,0,3,11,4,1,2,1,33,0,0,0,1,3,1,2,1,0,0,0,0,0,1,1,1,0,14,8,8,0,92,0,0,33,2,2,2,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0722042 02,3,2,2,0,3,11,5,2,2,1,27,0,0,0,1,3,1,3,1,0,0,0,0,0,1,1,1,0,18,6,2,1,91,0,0,27,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0722050 02,1,2,2,0,3,11,3,1,2,1,24,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,16,96,8,1,61,0,0,24,2,2,2,2,0,0,0,0,0,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0724037 02,4,2,2,0,3,11,11,3,2,1,36,0,0,0,1,7,0,6, ,0,0,0,0,0,1,1,1,0,22,10,2,0,61,0,0,36,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0726047 02,1,2,2,0,3,11,3,1,2,1,27,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,1,0,16,10,2,0,61,0,0,27,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0727014 02,1,2,2,0,3,11,3,0,2,1,24,0,0,0,1,0,0,0, ,0,0,0,0,0,1,1,1,0,17,10,2,0,92,0,0,24,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0727028 02,2,2,2,0,3,11,2,0,2,1,33,0,0,0,1,0,0,0, ,0,0,0,0,0,1,1,1,0,24,10,2,0,92,0,0,33,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0727070 02,4,2,2,0,3,11,7,1,2,1,32,0,0,0,1,5,0,5, ,0,0,0,0,0,1,1,1,1,15,10,2,0,61,0,0,32,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0727084 02,4,2,2,0,3,11,8,2,2,1,40,0,0,0,1,7,0,6, ,0,0,0,0,0,1,1,1,0,18,7,2,0,92,0,0,40,2,2,2,2,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0728026 02,5,2,2,0,3,11,9,2,2,1,46,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,1,0,20,15,2,0,92,0,0,46,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0728040 01,5,2,2,0,3,11,8,3,1,2,35,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,2,0,17,96,8,0,91,0,0,57,2,2,4,4,1,1,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NaN
     0728068 02,4,2,2,0,3,11,8,3,2,1,64,0,0,0,1,7,0,6, ,0,0,0,0,0,1,1,1,1,22,10,2,1,92,0,0,64,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0728083 02,4,2,2,0,3,11,8,2,2,1,35,0,0,0,1,6,0,5, ,0,0,0,0,0,1,1,1,0,18,96,8,0,92,0,0,35,4,4,4,4,1,1,1,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0729017 02,3,2,2,0,3,11,6,1,2,1,26,0,0,0,2,3,1,3,1,0,0,0,0,0,1,1,1,0,19,18,2,0,77,0,0,26,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0729036 01,3,2,2,0,3,11,5,1,1,2,29,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,2,2,18,10,8,0,91,0,0,35,1,1,1,1,1,1,1,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NaN
     0729054 02,7,2,2,0,3,11,7,0,2,1,58,0,0,0,1,7,0,5, ,0,0,0,0,0,1,1,1,0,24,10,1,0,91,1,91,58,2,2,2,2,1,1,1,1,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NaN
     0729072 02,4,2,2,0,3,11,8,2,2,1,39,0,0,0,1,8,1,6,1,0,0,0,0,0,1,1,1,1,17,16,2,0,91,0,0,39,2,2,2,2,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0730066 02,4,2,1,0,2,3,5,0,2,1,45,0,1,0,4,3,0,3, ,0,0,0,0,0,1,1,1,1,11,5,2,1,35,0,0,45,2,2,1,2,0,1,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0731008 01,3,2,1,0,3,11,5,3,1,2,28,0,0,0,4,4,0,4, ,0,0,0,0,0,1,1,2,0,17,10,2,2,1,0,0,32,2,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0731033 02,1,2,1,0,3,11,4,0,3,2,65,0,0,0,1,0,0,0, ,0,0,0,0,0,1,4, , ,15,10, ,0,63,1,77, , , , , ,1,1,1,1,0,0,0,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0731042 02,4,2,1,0,3,11,7,2,2,1,70,0,1,0,3,5,0,5, ,0,0,0,0,0,1,1,1,0,13,10,2,0,61,0,0,70,2,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0732041 02,3,2,2,0,3,11,4,2,2,1,27,0,0,0,2,3,1,2,1,0,0,0,0,0,1,1,1,0,22,96,8,0,91,0,0,27,4,4,4,4,1,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0732049 02,5,2,2,0,3,11,8,2,2,1,56,0,0,0,1,6,1,5,1,0,0,0,0,0,1,1,1,0,18,96,3,0,25,0,0,56,4,4,4,4,1,1,1,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NaN
     0734008 02,2,2,2,0,3,11,4,2,2,1,30,0,2,0,1,2,1,2,1,0,0,0,0,0,1,1,1,0,14,7,2,0,91,0,0,30,2,2,4,4,1,0,0,0,0,2,0,8,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NaN
     0734017 02,5,2,2,0,3,11,9,0,2,1,45,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,20,10,2,0,92,1,51,45,4,1,4,4,1,1,1,1,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0734025 02,2,2,2,0,3,11,3,1,2,1,33,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,1,0,18,10,2,0,92,0,0,30,4,4,4,4,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0734042 02,7,2,2,0,3,11,7,0,2,1,56,0,0,0,1,6,0,5, ,0,0,0,0,0,1,1,1,0,25,12,8,0,92,0,0,56,1,1,4,1,0,0,0,0,0,1,1,8,0,0,1,1,0,0,0,0,0,0,0,0,8,1,0,NaN
     0734051 02,5,2,2,0,3,11,8,3,2,1,50,0,0,0,1,10,1,8,1,0,0,0,0,0,1,1,1,1,21,96,8,0,81,0,0,50,4,4,4,4,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,NaN
     0735004 02,4,2,2,0,3,11,10,2,2,1,42,0,0,0,1,9,0,9, ,0,0,0,0,0,1,1,1,1,17,96,2,0,61,0,0,42,4,4,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0735023 02,3,2,2,0,3,11,6,3,2,1,40,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,18,10,1,0,91,0,0,40,1,1,4,4,0,0,0,1,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0735027 02,5,2,2,0,3,11,9,2,2,1,70,0,0,0,1,9,0,9, ,0,0,0,0,0,1,1,1,1,19,13,2,0,61,0,0,70,4,4,4,4,8,8,8,8,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0736012 04,2,2,2,1,3,11,9,0,3,1,52,0,2,0,1,0,0,0, ,0,0,0,0,0,1,4, , ,19,5, ,1,91,0,0, , , , , ,1,1,1,1,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0736038 02,6,2,2,0,3,11,9,2,2,1,50,0,0,0,1,10,0,9, ,0,0,0,0,0,1,1,1,1,16,15,2,0,91,0,0,50,2,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0736065 02,3,2,2,0,3,11,6,3,2,1,28,0,2,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,17,7,2,1,91,0,0,37,1,4,1,4,0,1,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0736078 02,1,2,2,0,3,11,4,2,2,1,25,0,0,0,1,2,0,2, ,0,0,0,0,0,1,1,1,0,17,7,2,1,51,0,0,25,4,4,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0737009 03,1,2,2,1,3,11,13,3,3,1,45,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,2,0,18,10,8,2, ,0,0,29,4,1,4,4,1,1,1,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0737017 02,6,2,2,0,3,11,5,0,2,1,90,0,0,0,2,2,0,2, ,0,0,0,0,0,1,1,1,1,19,96,2,1,0,0,0,90,2,2,4,7,1,1,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     0737043 01,4,2,2,0,4,11,5,0,1,2,30,0,2,0,1,4,0,4, ,0,0,0,0,0,1,4, , ,15,3, ,0,35,1,35, , , , , ,0,0,0,0,0,0,0,1, ,0,1,0,0,0,0,1,1,0,0,0,1,2,2,NaN
     0738012 01,4,2,2,0,3,11,10,2,1,2,31,0,0,0,1,6,1,6,1,0,0,0,0,0,1,1,1,0,15,10,2,0,92,1,36,33,1,1,2,4,1,1,1,1,0,2,0,0,1,0,8,1,0,0,1,0,1,0,0,0,0,0,1,NaN
     0738024 02,6,2,2,0,3,11,7,0,2,1,46,0,0,0,1,8,0,8, ,0,0,0,0,0,1,1,1,0,21,30,2,0,91,0,0,46,4,1,4,4,0,1,1,0,0,2,0,8,0,0,0,0,8,0,1,0,1,0,0,0,0,0,1,NaN
     0738049 02,2,2,2,0,3,11,6,1,2,1,36,0,0,0,1,4,1,3,1,0,0,0,0,0,1,1,1,0,12,10,8,0,92,1,51,36,2,4,2, ,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
