caseid,v013,v024,v025,v106,v130,v131,v136,v137,v150,v151,v152,v157,v158,v159,v190,v201,v213,v218,v225,v312,v463a,v463b,v463c,v463x,v463z,v501,v504,v505,v511,v613,v621,v701,v704,v714,v716,v730,v743a,v743b,v743d,v743f,v744a,v744b,v744c,v744d,v744e,v745a,v745b,v822,v850a,v812,d101a,d101b,d101c,d101d,d101e,d104,d106,d107,d108,d113,d121,d129,ipv,vio
     1100052 07,1,5,2,1,2,14,9,1,4,2,56,0,0,0,2,1,0,1, ,0,0,0,0,0,1,2,1,0,16,4,8,1, ,0,0,19,5,5,5,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1100062 01,3,5,2,2,2,14,5,2,1,2,28,0,2,0,3,4,0,4, ,1,0,0,0,0,1,1,2,0,21,10,2,2,91,1,32,30,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     1101015 01,4,5,2,0,1,14,4,2,1,2,30,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,2,0,21,5,2,0,91,0,61,41,4,4,4,4,0,1,1,0,1,2,2,8,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,NaN
     1101038 02,2,5,2,0,1,14,3,1,2,1,37,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,1,1,18,96,8,0,61,0,0,37,4,4,4,4,1,1,1,1,1,2,2,1,8,0,1,0,0,0,0,1,1,0,0,1,1,1,2,NaN
     1101050 02,3,5,2,0,1,14,5,2,2,1,65,0,0,0,1,3,0,3, ,0,0,0,0,0,0,1,1,3,19,3,8,0,61,0,0,65,1,1,2,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,1,0,1,0,0,1,2,2,NaN
     1101064 02,5,5,2,0,1,14,6,1,2,1,41,0,0,0,1,5,0,5, ,0,0,0,1,0,0,1,1,1,20,8,2,0,61,0,61,41,4,4,4,4,0,0,0,1,1,2,2,8,1,0,1,0,0,0,1,0,1,0,0,0,0,2,1,NaN
     1103027 01,7,5,2,0,1,14,2,1,1,2,45,0,1,0,1,5,0,5, ,0,0,0,1,0,0,3, , ,15,6, ,0,61,1,92, , , , , ,0,0,0,0,0,1,1,0, ,0,0,0,0,0,1,0,1,1,0,1,0,2,2,NaN
     1103059 02,1,5,2,0,1,14,2,0,2,1,27,0,0,0,1,0,0,0, ,0,0,0,0,0,1,1,1,0,15,6,8,0,61,0,0,27,4,4,4,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1103073 02,3,5,2,1,2,14,7,2,2,1,40,0,2,0,1,4,1,4,2,0,0,0,0,0,1,1,1,1,18,5,1,2,61,1,35,40,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN
     1103089 02,2,5,2,0,1,14,7,3,2,1,26,0,0,0,1,3,0,3, ,0,0,0,0,0,0,1,1,0,16,4,1,0,61,0,0,26,2,1,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     1104060 01,7,5,2,1,2,14,9,0,1,2,48,0,2,0,1,7,0,6, ,3,0,0,0,0,0,3, , ,30,10, ,0,1,1,37, , , , , ,0,0,0,0,0,1,1,1, ,0,1,0,0,0,0,1,1,1,0,0,1,1,3,NaN
     1104071 02,7,5,2,0,1,14,5,1,2,1,59,0,0,0,1,10,0,9, ,3,0,0,1,0,0,1,1,0,21,96,1,0,91,1,91,59,1,2,2,2,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,NaN
     1104083 02,1,5,2,2,1,14,3,0,2,1,24,1,1,0,2,0,1,0,2,0,0,0,0,0,1,2,1,0,19,3,8,3,72,0,0,24,2,4,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     1105087 02,5,5,1,1,2,6,5,3,2,1,41,0,2,1,2,7,0,5, ,8,0,0,0,0,1,1,1,0,19,2,2,1,88,1,92,42,1,2,1,4,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,NaN
     1106011 02,2,5,1,1,2,6,4,2,2,1,28,0,2,0,2,2,0,2, ,0,0,0,0,0,1,1,1,0,14,5,8,1,92,1,92,29,4,2,4,4,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NaN
     1106023 01,7,5,1,2,2,6,9,2,1,2,46,0,2,0,4,4,0,4, ,0,0,0,0,0,1,2,2,0,25,4,1,2,23,1,61,48,1,2,1,2,0,1,0,0,0,2,2,1,1,0,1,0,0,0,1,1,0,0,1,0,8,0,2,NaN
     1106044 02,4,5,1,1,2,6,5,2,2,1,34,0,2,2,5,3,0,3, ,5,0,0,0,0,1,1,1,0,19,4,1,1,91,1,61,34,2,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,NaN
     1107073 02,2,5,1,0,3,10,7,5,2,1,39,0,0,2,4,5,0,5, ,0,0,0,0,0,1,1,1,0,18,15,1,1, ,0,0,39,2,4,2,4,0,0,0,0,0,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NaN
     1108024 02,4,5,1,1,2,4,5,1,2,1,40,0,2,2,5,1,0,1, ,11,0,0,0,0,1,1,1,0,28,4,1,2,26,0,0,40,4,4,4,1,1,1,1,1,0,3,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,NaN
     1108049 02,2,5,1,1,2,6,2,0,2,1,22,0,2,0,1,1,0,0, ,8,0,0,0,0,1,2,1,0,19,4,1,1,39,1,52,22,2,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,2,NaN
     1108146 01,5,5,1,2,1,2,5,1,1,2,37,0,0,2,5,3,0,3, ,6,0,0,0,0,1,2,2,0,25,5, ,3,36,1,61,40,2,2,2,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,2,NaN
     1109015 02,3,5,1,1,2,6,4,1,3,2,56,0,2,0,3,3,0,3, ,0,0,0,0,0,1,5, , ,20,2, ,1,92,1,91, , , , , ,0,0,0,0,0,0,0,1, ,0,1,1,1,1,1,1,1,1,0,0,1,1,3,NaN
     1109070 02,3,5,1,1,2,16,6,1,2,1,33,0,2,2,4,3,0,3, ,11,0,0,0,0,1,2,1,0,16,4,1,1,88,0,0,33,1,2,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1109113 02,3,5,1,3,2,6,3,1,2,1,31,0,2,0,4,1,1,1,1,0,0,0,0,0,1,1,1,0,23,2,1,3,88,1,25,30,2,2,2,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,NaN
     1110008 02,5,5,1,3,1,6,5,1,2,1,46,2,2,2,5,4,0,3, ,3,0,0,0,0,1,1,1,1,23,4,1,1,82,1,25,46,2,2,1,2,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NaN
     1110043 01,5,5,1,1,2,6,5,1,1,2,36,0,0,0,1,5,0,4, ,1,0,0,0,0,1,1,2,0,21,4,1,1,91,1,91,43,1,2,4,4,1,1,1,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,NaN
     1110055 01,2,5,1,1,3,96,3,0,1,2,25,0,2,2,4,2,1,2,1,0,0,0,0,0,1,1,1,0,17,6,3,1,88,1,52,30,4,4,4,4,1,1,1,0,0,2,2,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,NaN
     1111100 01,3,5,1,3,2,6,2,1,1,2,26,2,0,2,3,1,0,1, ,3,0,0,0,0,1,1,2,0,22,3,2,3, ,1,28,28,4,1,1,4,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,NaN
     1112095 01,3,5,1,3,1,5,3,1,1,2,26,2,2,2,5,1,1,1,1,0,0,0,0,0,1,1,2,0,23,4,1,3,36,1,37,32,4,4,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,NaN
     1113061 02,2,5,1,1,2,6,3,1,2,1,26,2,2,0,3,1,0,1, ,3,0,0,0,0,1,2,1,0,20,2,1,1,88,0,0,26,2,2,2,2,0,0,1,0,0,2,2,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,2,NaN
     1113078 02,4,5,1,2,2,4,4,0,2,1,37,0,2,2,5,2,0,2, ,11,0,0,0,0,1,2,1,0,21,3,1,2,36,0,0,37,1,2,4,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,NaN
     1113092 01,6,5,1,0,1,96,1,0,1,2,42,0,1,0,4,1,0,1, ,0,0,0,0,0,1,4, , ,18,1, ,2,88,1,52, , , , , ,0,0,0,0,0,1,1,1, ,0,0,0,0,0,0,1,1,1,0,1,1,2,3,NaN
     1114031 02,5,5,1,1,2,6,6,1,2,1,48,0,2,0,4,1,0,0, ,0,0,0,0,0,1,1,1,0,21,4,3,1,88,1,91,48,1,1,2,4,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,4,NaN
     1114060 02,6,5,1,1,1,6,4,0,2,1,40,0,2,2,4,4,0,4, ,3,0,0,0,0,1,1,1,1,18,7,8,1,36,1,51,40,4,2,2,2,1,1,1,1,0,2,2,1,0,0,1,1,1,0,0,1,1,0,0,1,1,2,2,NaN
     1114090 02,3,5,1,1,1,4,3,0,2,1,20,0,2,0,2,2,0,2, ,3,0,0,0,0,1,2,1,0,19,3,8,8,91,1,91,22,1,1,1,4,0,8,1,0,8,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,2,NaN
     1115090 01,7,5,2,1,2,4,2,1,1,2,46,1,2,0,4,5,0,5, ,6,0,0,0,0,1,1,2,0,16,5, ,2,61,1,61,50,2,2,2,2,1,1,1,1,0,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,NaN
     1116071 02,3,5,2,1,2,7,5,2,2,1,30,0,2,2,5,3,0,3, ,0,0,0,0,0,1,2,2,0,19,5,3,1,91,1,51,30,4,4,2,4,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,NaN
     1116083 02,2,5,2,1,2,6,3,1,2,1,30,0,2,0,1,1,0,1, ,0,0,0,0,0,1,1,1,0,21,3,1,1,92,1,92,30,4,1,4,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2,3,NaN
     1117010 01,7,5,2,3,2,6,4,0,1,2,45,0,2,0,4,3,0,3, ,3,0,0,0,0,1,3, , ,26,3, ,3,61,1,37, , , , , ,0,0,0,0,0,1,1,1, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN
     1117023 01,6,5,2,2,2,6,5,0,1,2,43,0,2,0,3,8,0,8, ,1,0,0,0,0,1,1,2,0,17,3,2,2,71,0,0,46,2,2,2,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NaN
     1118043 01,7,5,2,1,2,6,6,1,1,2,45,0,2,0,2,5,0,5, ,0,0,0,0,0,1,3, , ,25,5, ,2,91,1,61, , , , , ,0,1,1,1,1,1,1,1, ,0,1,1,1,1,1,1,1,1,0,1,1,2,3,NaN
     1118058 01,4,5,2,1,2,6,7,3,1,2,31,0,2,0,2,8,0,8, ,0,0,0,0,0,1,2,2,98,19,8,3,2,61,1,61,39,4,1,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,2,NaN
     1118072 02,3,5,2,1,1,6,5,1,2,1,29,0,0,0,2,3,0,3, ,0,0,0,0,0,1,1,1,0,16,4,3,1,88,1,92,29,4,4,1,4,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     1118088 02,1,5,2,1,1,2,3,1,2,1,27,0,2,0,3,1,0,1, ,0,0,0,0,0,1,2,1,0,18,1,8,1,91,0,0,27,4,1,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NaN
     1119050 01,5,5,2,1,2,4,5,0,1,2,35,0,2,0,3,4,0,4, ,0,0,0,0,0,1,2,2,0,19,4,1,2,71,1,61,47,4,1,2,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,3,NaN
     1119085 01,7,5,2,1,2,4,5,2,1,2,48,0,2,0,3,5,0,5, ,3,0,0,0,0,1,3, , ,20,6, ,1,75,1,61, , , , , ,0,0,0,0,0,1,1,1, ,0,1,0,0,0,0,0,0,0,0,1,8,0,0,NaN
     1119102 02,5,5,2,1,1,4,6,1,2,1,42,0,2,2,5,3,0,3, ,3,0,0,0,0,1,1,1,0,19,4,1,2,88,0,91,42,1,2,2,2,0,0,0,0,0,2,2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2,1,NaN
     1120032 02,2,5,1,2,2,2,6,3,2,1,25,0,2,0,2,2,0,2, ,3,0,0,0,0,1,2,1,0,18,3,1,1,81,1,35,25,2,2,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NaN
     1120082 02,3,5,1,2,2,6,2,0,2,1,30,2,0,2,5,1,1,0,1,0,0,0,0,0,1,1,1,0,24,4,1,1, ,1,91,30,4,2,2,2,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     1120096 01,2,5,1,2,2,6,4,1,1,2,23,0,2,2,4,1,0,1, ,8,0,0,0,0,1,1,1,0,20,2,3,1,93,1,52,30,4,2,4,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     1121017 01,4,5,2,2,2,6,4,2,1,2,34,0,0,0,3,5,0,4, ,0,0,0,0,0,1,1,2,0,20,3,1,2,71,0,61,45,2,4,4,4,1,1,1,1,1,2,2,1,1,0,1,0,0,0,1,1,1,0,0,1,8,0,2,NaN
     1121055 02,2,5,2,2,2,4,4,1,2,1,26,0,0,2,5,1,0,1, ,5,0,0,0,0,1,2,1,0,16,2,1,3,36,0,0,26,4,1,4,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     1122055 02,2,5,2,1,2,2,5,1,2,1,42,1,2,0,4,2,0,2, ,3,0,0,0,0,1,2,1,1,18,2,1,2,91,0,0,42,2,4,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1123049 02,5,5,2,1,2,2,7,1,2,1,47,0,2,0,2,6,0,6, ,3,0,0,0,0,1,1,1,0,14,2,2,2,61,1,61,47,1,4,1,4,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,4,NaN
     1124009 02,4,5,2,1,2,2,5,1,2,1,31,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,0,20,5,3,1,92,1,91,32,2,2,2,2,1,1,1,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,NaN
     1124021 02,2,5,2,2,2,2,3,1,2,1,27,1,2,1,2,1,0,1, ,3,0,0,0,0,1,2,1,0,21,3,1,2,88,1,35,27,2,2,2,2,0,1,0,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1124031 02,5,5,2,2,2,2,9,2,2,1,42,0,2,0,4,7,0,7, ,11,0,0,0,0,1,1,1,0,18,3,8,1,61,0,0,42,2,2,2,2,0,1,0,1,1,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,NaN
     1124052 01,7,5,2,2,2,2,9,0,1,2,45,0,1,0,2,8,0,8, ,0,0,0,0,0,1,5, , ,21,96, ,1,92,1,61, , , , , ,0,0,0,0,0,1,1,1, ,0,1,0,0,0,0,1,1,0,0,1,1,1,2,NaN
     1124063 01,5,5,2,1,2,2,5,0,1,2,35,2,2,1,4,4,0,4, ,11,0,0,0,0,1,3, , ,17,4, ,2,36,1,61, , , , , ,1,0,1,1,0,1,1,1, ,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     1125013 01,6,5,2,1,2,2,5,0,1,2,40,0,2,1,4,5,0,4, ,6,0,0,0,0,1,5, , ,19,6, ,2,35,1,61, , , , , ,0,0,0,0,0,1,1,1, ,0,1,0,0,1,1,0,0,0,0,1,1,2,0,NaN
     1125053 01,6,5,2,2,2,6,4,0,1,2,42,0,2,0,3,5,0,4, ,3,0,0,0,0,1,1,2,0,19,4,1,1,71,1,91,44,1,4,4,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,8,0,1,NaN
     1125094 01,3,5,2,2,2,5,2,1,1,2,26,0,2,0,2,1,0,1, ,1,0,0,0,0,1,1,2,0,16,2,1,2,91,0,0,30,4,2,4,4,1,1,1,1,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,NaN
     1126012 01,5,5,2,1,1,2,5,1,1,2,37,0,1,0,1,5,0,5, ,3,0,0,0,0,1,2,2,0,20,2,1,2,91,0,0,40,2,2,2,2,0,0,1,0,0,2,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,NaN
     1126044 02,4,5,2,2,1,2,6,1,2,1,36,0,0,0,2,2,1,2,2,0,0,0,0,0,1,2,1,1,24,4,8,1,91,0,0,36,4,4,2,4,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NaN
     1127089 02,4,5,2,1,2,6,4,0,2,1,35,0,0,0,3,2,0,2, ,0,0,0,0,0,1,1,1,0,24,4,8,1,61,1,61,35,4,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,2,2,NaN
     1127107 02,5,5,2,1,2,2,7,1,2,1,41,0,2,0,2,7,0,6, ,0,0,0,0,0,1,2,2,0,18,8,1,1,61,1,61,41,2,1,2,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,2,1,NaN
     1128038 02,3,5,2,1,2,6,6,1,2,1,31,0,2,2,4,3,0,3, ,3,0,0,0,0,1,1,1,0,16,2,2,1,88,1,52,31,2,2,2,2,1,1,1,0,0,2,2,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,2,NaN
     1128102 01,7,5,2,1,2,6,4,0,1,2,40,0,1,0,3,9,0,7, ,6,0,0,0,0,1,3, , ,19,6, ,1,61,1,91, , , , , ,1,1,1,0,1,0,0,1, ,0,1,1,1,0,1,1,1,1,1,1,1,2,4,NaN
     1129134 02,1,5,2,1,2,6,4,2,2,1,28,0,2,0,3,2,0,2, ,0,0,0,0,0,1,1,1,0,17,3,1,1,72,0,0,28,1,1,4,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1130034 02,5,5,2,1,1,6,8,2,2,1,49,0,0,0,4,5,0,5, ,3,0,0,0,0,1,1,1,0,15,4,1,2,24,1,71,47,2,2,2,2,0,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1130045 01,5,5,2,2,2,3,4,0,1,2,37,0,2,2,3,3,0,3, ,1,0,0,0,0,1,1,2,0,22,2,1,1,91,0,61,39,1,4,1,4,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1131022 01,2,5,2,1,2,6,3,2,1,2,22,0,2,0,1,2,0,2, ,3,0,0,0,0,1,5, , ,18,3, ,2,61,1,53, , , , , ,1,1,0,0,0,0,0,1, ,0,1,1,1,0,1,1,1,0,0,0,1,0,2,NaN
     1131045 01,6,5,2,1,2,6,6,1,1,2,40,2,2,0,3,5,0,5, ,0,0,0,0,0,1,5, , ,15,4, ,2,37,1,92, , , , , ,0,0,0,0,0,1,1,1, ,0,1,1,0,1,1,1,1,1,0,1,1,1,3,NaN
     1131068 01,5,5,2,1,2,6,2,0,1,2,36,0,2,0,3,3,0,3, ,5,0,0,0,0,1,4, , ,14,4, ,2,76,1,61, , , , , ,1,1,1,1,0,1,1,1, ,0,1,1,0,0,1,0,0,0,0,0,8,1,0,NaN
     1132019 02,3,5,2,2,2,2,5,0,2,1,52,0,2,0,2,3,0,3, ,0,0,0,0,0,1,1,1,0,13,2,2,1,91,1,92,52,4,1,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1132038 02,6,5,2,1,2,6,12,3,2,1,50,0,2,0,3,11,0,9, ,0,0,0,0,0,1,1,2,0,19,5,8,2,71,1,91,52,4,4,4,4,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NaN
     1133047 01,5,5,2,1,1,6,6,1,1,2,39,0,2,0,1,7,0,6, ,8,0,0,0,0,1,2,2,0,17,7,1,1,77,0,0,45,2,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,NaN
     1133064 02,7,5,2,0,1,6,7,0,2,1,56,0,0,0,3,12,0,8, ,0,0,0,0,0,1,1,1,0,16,6,2,1,61,1,61,56,1,1,1,4,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,2,2,NaN
     1134115 02,2,5,2,1,2,3,5,1,2,1,30,0,2,0,2,3,0,3, ,3,0,0,0,0,1,2,1,0,15,5,1,1,61,0,0,30,1,1,4,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,NaN
     1134137 01,4,5,2,2,2,21,7,2,1,2,34,0,2,0,4,6,0,6, ,0,0,0,0,0,1,2,2,1,19,5,1,3,25,0,0,38,1,1,1,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1135106 02,3,5,2,1,1,13,5,2,2,1,28,0,2,2,4,4,0,2, ,0,0,0,0,0,1,2,1,0,21,4,8,2,51,1,51,28,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,NaN
     1136050 02,4,5,2,1,2,6,6,1,2,1,49,0,1,0,2,4,0,4, ,5,0,0,0,0,1,1,1,0,15,96,8,1,91,1,91,49,4,4,4,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1136065 02,3,5,2,1,2,6,4,0,2,1,33,0,2,0,3,2,0,2, ,3,0,0,0,0,1,1,1,0,17,2,1,1,88,1,91,33,4,4,2,4,0,1,1,0,0,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     1136105 02,7,5,2,1,1,2,8,0,2,1,55,0,2,0,2,11,0,10, ,6,0,0,0,0,1,1,1,0,13,96, ,1,61,1,61,55,4,2,4,2,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,NaN
     1137045 02,3,5,2,1,2,6,5,2,2,1,29,0,2,0,2,3,0,3, ,8,0,0,0,0,1,2,1,0,22,4,1,1,61,0,0,31,2,1,1,2,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1137110 02,3,5,2,0,2,13,6,2,2,1,34,0,2,0,3,4,0,4, ,1,0,0,0,0,1,2,1,0,20,6,1,1,61,0,0,34,2,2,2,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN
     1137130 01,5,5,2,2,2,6,4,2,1,2,38,0,2,0,3,9,0,9, ,8,0,0,0,0,1,2,2,0,19,6,1,3,61,0,0,44,2,2,4,2,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,NaN
     1138047 01,4,5,1,2,2,6,3,1,1,2,32,0,2,0,3,4,0,2, ,1,0,0,0,0,1,1,2,0,19,2,1,2,91,1,63,37,1,4,1,4,1,1,1,1,1,2,2,1,1,0,1,0,0,0,1,1,1,0,0,0,8,2,2,NaN
     1138063 02,4,5,1,1,2,6,5,0,2,1,41,0,0,0,2,5,0,4, ,3,0,0,0,0,1,1,1,0,16,4,1,1,93,1,61,41,1,1,1,4,1,1,1,0,0,2,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,NaN
     1138082 01,4,5,1,1,2,6,5,2,1,2,33,0,1,0,2,7,0,5, ,8,0,0,0,0,1,1,2,0,18,2,1,1,29,1,61,42,1,1,1,1,1,1,1,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     1138098 02,5,5,1,1,2,6,6,1,2,1,37,1,2,0,3,7,0,5, ,1,0,0,0,0,1,2,1,0,15,4,2,1,91,1,75,37,2,2,4,4,1,1,1,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,NaN
     1139009 02,2,5,2,1,2,2,3,1,2,1,39,0,0,0,1,2,0,1, ,0,0,0,0,0,1,1,1,0,17,3,1,1,92,0,0,39,4,4,4,4,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,NaN
     1139018 03,2,5,2,1,2,2,4,1,3,2,62,0,2,1,1,1,0,1, ,0,0,0,0,0,1,5, , ,20,5, ,1,61,1,61, , , , , ,1,1,0,0,0,0,0,1, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     1139037 01,7,5,2,1,4,2,6,0,1,2,46,0,0,0,1,6,0,5, ,0,0,0,0,0,0,3, , ,19,96, ,1,61,1,61, , , , , ,1,1,0,0,0,1,1,0, ,0,1,1,0,0,1,0,0,0,0,1,1,2,0,NaN
     1141036 02,3,5,2,1,1,2,6,3,2,1,28,0,2,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,15,4,1,1,61,0,0,28,2,2,2,4,0,1,0,0,0,2,2,1,1,0,1,0,1,0,1,0,0,0,0,1,0,2,0,NaN
     1142008 01,3,5,1,2,2,2,3,1,1,2,26,0,2,2,4,2,0,2, ,3,0,0,0,0,1,1,2,0,20,2,1,2,24,1,61,32,1,4,4,4,0,1,1,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     1142027 02,5,5,1,3,2,2,10,2,10,2,36,1,1,2,5,1,0,1, ,0,0,0,0,0,1,2,2,0,34,4,1,3,25,1,25,36,1,2,2,1,1,1,0,0,0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     1142034 02,3,5,1,2,2,2,3,1,2,1,31,1,2,2,5,2,0,2, ,1,0,0,0,0,1,1,1,0,19,3,1,2,35,0,0,31,2,2,4,2,0,0,0,0,0,2,2,1,1,0,1,0,1,0,1,0,0,0,0,0,1,2,0,NaN
     1142043 01,4,5,1,2,2,2,4,1,1,2,31,0,2,2,5,2,0,2, ,0,0,0,0,0,1,1,2,0,22,3,1,2,36,0,0,34,2,2,2,2,0,1,0,0,0,2,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,NaN
     1142051 02,3,5,1,1,2,2,5,1,2,1,30,1,2,0,4,2,0,2, ,3,0,0,0,0,1,1,1,1,21,4,1,2,75,0,0,30,4,2,2,2,1,0,0,0,0,3,3,1,1,0,1,1,1,0,1,1,0,0,0,0,1,2,1,NaN
     1143017 02,2,5,1,1,2,7,3,1,2,1,23,2,2,0,4,1,0,1, ,0,0,0,0,0,1,1,1,0,20,1,2,2,53,0,0,23,2,4,4,2,0,0,1,0,0,3,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,NaN
