v013,v024,v025,v106,v130,v131,v136,v137,v150,v151,v152,v157,v158,v159,v169a,v171a,v190,v201,v213,v218,v225,v312,v463a,v463b,v463c,v463x,v463z,v501,v504,v505,v511,v613,v621,v701,v704,v714,v716,v730,v743a,v743b,v743d,v743f,v744a,v744b,v744c,v744d,v744e,v745a,v745b,v745c,v745d,v822,v850a,v812,d101a,d101b,d101c,d101d,d101e,d113,d121,d129,s711a,s711b,ipv
3,6,2,1,4,10,5,1,2,1,32,0,0,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,1,20,5,2,1,63,0,0,33,4,4,4,4,0,0,1,0,0,1,1,1,1,0,0,0,0,0,8,8,8,0,8,0,2,1,0
5,6,2,0,4,10,6,1,2,1,40,0,0,0,0,0,2,7,1,5,1,0,0,0,0,0,1,1,1,0,15,6,8,0,61,0,0,40,2,2,2,2,0,1,1,1,1,0,0, , ,0,0,0,1,0,1,0,1,0,0,1,2,0,0
4,6,2,0,4,10,7,2,2,1,33,0,0,0,0,0,2,8,1,6,1,0,0,0,0,0,1,1,1,1,13,10,2,1,63,1,63,35,2,4,2,4,1,1,1,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1
3,6,2,1,4,10,6,2,2,1,23,0,2,0,0,0,1,4,0,4, ,3,0,0,0,0,1,1,1,0,16,95,8,1,0,1,93,23,1,1,1,1,0,0,0,8,0,2,2,0,0,8,0,0,0,0,0,0,0,0,8,0,2,0,2
3,6,2,1,4,10,6,2,2,1,35,0,0,0,0,0,1,4,0,4, ,0,0,0,1,0,0,1,1,0,16,4,2,1,93,0,93,30,1,1,1,1,0,0,0,1,0,2,0,1, ,8,0,0,0,0,0,0,1,0,8,2,2,0,0
3,6,2,0,4,10,6,2,1,2,26,0,0,0,0,0,1,4,1,4,1,0,0,0,0,0,1,1,1,1,16,6,8,0,61,0,0,55,1,1,1,1,0,0,0,0,0,0,0, , ,0,0,0,0,0,1,0,0,0,0,0,2,0,0
4,7,2,0,3,14,5,0,2,1,42,0,0,0,0,0,4,2,0,2, ,0,0,0,0,0,1,1,1,0,25,96,8,1,63,0,0,42,2,2,2,2,1,1,1,1,1,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
6,7,2,1,3,14,6,0,2,1,48,0,2,0,0,0,4,5,0,5, ,3,0,0,0,0,1,1,1,0,19,96,8,1,61,1,52,48,2,2,2,2,1,1,0,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0
3,7,2,2,3,14,5,2,2,1,30,0,0,0,0,0,4,2,0,2, ,1,0,0,0,0,1,1,1,0,20,4,1,2,61,1,52,30,2,2,4,2,1,1,1,1,1,2,0,1, ,1,1,0,1,0,1,0,0,0,0,0,1,1,0
5,7,2,0,3,14,9,3,2,1,45,0,0,0,0,0,3,6,0,4, ,0,0,0,0,0,1,1,1,0,15,7,1,0,0,0,0,45,2,2,2,2,1,1,1,1,1,1,0,0, ,1,1,0,0,0,0,0,0,0,0,2,1,0,0
7,7,2,0,1,14,5,1,2,1,55,0,0,0,0,0,3,7,0,5, ,3,0,0,0,0,0,1,1,1,18,6,3,1,63,1,52,55,4,4,4,4,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1
3,7,2,1,3,9,5,1,2,1,33,0,1,1,0,0,4,4,0,4, ,3,0,0,0,0,1,1,1,0,15,4,1,1,92,0,0,33,2,2,4,4,1,1,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
4,7,2,0,3,9,6,2,2,1,35,0,0,0,0,0,3,4,0,4, ,3,0,0,0,0,1,1,1,0,17,5,1,0,0,0,0,35,2,2,2,2,1,1,1,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0
3,7,2,1,3,14,7,1,4,1,88,1,0,0,0,0,3,2,0,2, ,0,0,0,0,0,1,1,1,0,22,5,1,1,63,1,52,32,2,2,2,2,1,1,1,1,1,1,0,0, ,1,1,0,0,0,0,0,0,0,1,2,1,0,0
3,7,2,0,3,14,3,1,2,1,32,0,0,0,0,0,3,1,0,1, ,0,0,0,0,0,1,1,1,0,21,5,1,0,63,0,52,32,2,2,2,2,0,0,0,0,0,0,0, , ,1,0,0,0,0,0,0,0,0,0,1,1,0,0
6,7,2,0,3,14,6,0,2,1,46,0,0,0,0,0,4,6,0,5, ,3,0,0,0,0,1,1,1,0,15,96,8,1,61,1,52,46,4,4,2,7,1,1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
3,9,2,0,4,2,7,3,2,1,39,0,0,0,0,0,2,5,0,5, ,0,0,0,0,0,1,1,1,0,10,10,1,0,63,0,0,39,2,4,4,2,0,0,0,1,0,1,1,8,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2,9,2,0,4,2,6,3,2,1,40,0,0,0,0,0,1,4,0,4, ,0,0,0,0,0,1,1,1,0,16,0,8,0,63,0,0,40,2,2,4,4,1,1,0,1,0,2,2,0,0,0,1,0,1,0,0,0,1,0,1,2,1,0,1
6,9,2,0,4,2,5,0,2,1,50,0,0,0,0,0,2,7,0,4, ,0,1,0,1,0,0,1,1,0,18,0,2,0,63,0,0,50,2,2,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
3,9,2,0,4,2,5,2,2,1,34,0,0,0,0,0,2,3,1,3,1,0,0,0,0,0,1,1,1,0,14,7,2,0,63,0,0,35,2,4,2,2,1,1,1,1,0,2,2,0,8,1,0,0,0,0,1,1,1,0,0,1,1,0,0
3,7,1,1,3,72,5,1,2,1,30,0,0,0,0,0,1,6,0,2, ,3,0,0,0,0,1,1,1,0,17,4,1,1,92,0,0,30,2,2,2,2,0,0,0,1,0,0,0, , ,1,0,0,0,0,1,1,1,0,0,0,1,1,0
4,7,1,0,3,11,5,1,2,1,32,0,0,0,0,0,1,4,0,3, ,3,0,0,0,0,1,1,1,0,15,4,1,0,75,1,93,32,2,2,2,2,1,1,1,1,1,2,0,0, ,0,1,0,1,0,0,0,0,0,1,2,1,0,1
5,7,1,1,4,1,5,0,2,1,40,0,2,2,1,0,5,4,0,3, ,3,0,0,0,0,1,1,1,0,16,5,2,1,52,1,52,40,2,2,4,2,1,1,1,0,1,2,2,1,1,1,1,0,1,0,1,0,1,0,0,0,2,1,0
4,7,1,1,3,72,5,1,2,1,57,0,0,0,0,0,2,3,0,3, ,3,0,0,0,0,1,1,1,1,20,6,1,1,92,0,0,57,2,2,2,2,0,0,0,0,0,0,0, , ,1,0,0,0,0,0,0,0,1,0,2,1,0,0
3,7,1,0,3,64,4,1,2,1,50,0,0,0,0,0,1,1,0,1, ,0,0,0,0,0,1,1,1,0,22,3,2,1,0,1,92,50,1,1,4,4,0,1,0,1,1,2,2,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,3
2,4,2,2,4,2,3,1,2,1,28,1,1,0,1,0,2,2,1,1,2,0,0,0,0,0,1,1,1,98,17,4,2,1,63,0,0,31,4,4,2,1,0,0,1,0,0,2,3,1,1,1,1,0,0,1,1,0,1,0,1,2,2,0,1
3,4,2,1,4,2,7,2,2,1,35,0,0,0,0,0,2,5,0,5, ,0,0,0,0,0,1,1,1,0,12,0,2,0,63,1,96,41,2,2,2,2,1,0,0,0,0,0,0, , ,0,0,0,1,0,0,0,0,0,0,2,2,1,0
7,4,2,0,4,2,5,0,2,1,48,0,0,0,0,0,4,7,0,7, ,0,0,0,0,0,1,1,1,1,16,8,2,1,0,0,0,48,4,2,4,4,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,2
2,4,2,1,4,2,3,1,2,1,25,0,0,0,0,0,2,1,0,1, ,3,0,0,0,0,1,1,1,0,18,4,8,1,63,0,0,25,4,4,2,4,0,0,0,0,1,2,0,2, ,0,1,0,0,0,0,1,1,0,1,1,1,1,3
5,4,2,1,4,2,11,2,2,1,54,0,0,0,0,0,2,10,0,10, ,0,0,0,0,0,1,1,1,0,15,12,2,1,63,0,0,54,4,4,4,4,1,1,1,1,1,2,2,1,1,1,1,0,1,1,1,1,1,0,8,0,2,0,3
1,5,1,0,4,5,2,0,2,1,42,0,0,0,0,0,5,0,0,0, ,0,0,0,0,0,1,1,1,1,19,12,1,0,93,0,0,42,2,1,1,2,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,1,0,4,2,4,1,2,1,26,0,0,2,1,0,5,2,0,2, ,3,0,0,0,0,1,1,1,0,19,10,8,1,74,1,52,26,4,1,4,4,0,1,1,1,0,2,0,0, ,1,1,0,0,0,0,1,1,0,0,2,2,0,0
5,5,1,0,4,5,6,1,1,2,35,0,0,0,0,0,5,5,0,4, ,0,0,0,0,0,1,1,1,0,15,95,8,0,71,0,0,30,2,2,1,2,0,0,0,1,0,0,0, , ,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,2,1,1,4,1,4,2,2,1,32,2,0,2,1,0,5,2,0,2, ,11,0,0,0,0,1,1,1,0,22,4,1,1,52,1,52,31,2,2,2,2,1,1,1,1,1,0,0, , ,1,1,0,0,0,1,1,0,0,1,0,1,1,0
2,2,1,3,4,4,2,0,2,1,25,0,0,1,1,0,5,0,0,0, ,0,0,0,0,0,1,1,1,0,21,10,1,2,36,0,0,25,2,2,2,2,1,1,1,1,1,0,0, , ,1,1,0,0,0,0,0,0,0,0,2,2,1,0
2,2,1,1,4,1,3,1,2,1,27,0,0,2,1,0,5,1,0,1, ,3,0,0,0,0,1,1,1,2,16,4,3,1,83,0,0,27,2,2,4,2,1,1,1,1,1,0,0, , ,1,0,0,1,1,1,1,1,0,1,0,1,1,2
2,2,1,0,4,1,3,1,2,1,32,0,0,2,0,0,5,1,0,1, ,3,0,0,0,0,1,1,1,0,13,4,3,0,71,1,75,30,2,2,2,2,1,1,1,1,1,0,0, , ,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,11,2,0,4,2,7,3,2,1,30,0,0,0,0,0,1,5,0,5, ,0,0,0,0,0,1,1,1,0,16,5,1,0,96,1,92,30,2,2,1, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0,0,2,2,0,0
2,11,2,1,4,2,3,1,2,1,22,0,0,0,0,0,3,1,0,1, ,0,0,0,0,0,1,1,1,0,17,5,1,1,0,0,0,22,2,2,2,4,1,1,1,0,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
4,11,2,0,4,2,6,2,2,1,45,0,0,0,0,0,2,4,0,4, ,0,0,0,0,0,1,1,1,0,15,5,1,1,0,0,0,40,4,4,1,1,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,1,2,2,0,0
4,11,2,0,4,2,6,2,2,1,35,0,0,0,0,0,1,5,0,4, ,0,0,0,0,0,1,1,1,0,19,6,1,0,63,0,0,35,4,4,4,4,1,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,11,2,0,4,2,3,1,2,1,26,0,2,0,0,0,2,1,0,1, ,0,0,0,0,0,1,1,1,0,16,6,1,0,0,0,0,25,4,4,4,4,1,1,1,1,1,0,0, , ,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5,11,2,0,4,2,9,2,2,1,43,0,2,0,0,0,2,10,0,10, ,0,0,0,0,0,1,1,1,0,12,5,2,0,0,0,0,43,4,4,2,1,0,0,0,0,1,3,2,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1
4,11,2,0,4,2,8,2,2,1,34,0,0,0,0,0,1,7,0,6, ,0,0,0,0,0,1,1,1,0,16,95,1,0,61,0,0,30,2,2,2,2,1,1,1,1,1,0,0, , ,0,1,0,0,0,0,0,0,0,8,2,2,0,1
4,11,2,0,4,2,6,2,2,1,35,0,0,0,0,0,2,5,0,4, ,0,0,0,0,0,1,1,1,0,18,95,1,0,61,0,0,35,2,2,2,2,1,1,1,1,1,0,0, , ,0,8,0,0,0,0,0,0,0,1,2,1,0,1
3,11,2,0,4,2,7,2,2,1,30,0,0,0,0,0,1,5,1,5,2,0,0,0,0,0,1,1,1,0,14,8,1,0,0,0,0,30,2,2,1,1,0,1,0,1,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,2,2,0,0
3,11,2,0,4,2,5,2,2,1,29,0,0,0,0,0,2,3,0,3, ,0,0,0,0,0,1,1,1,0,15,7,1,1,61,0,0,29,4,4,4,4,0,0,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0
2,11,2,0,4,2,7,2,2,1,34,0,0,0,0,0,2,4,0,4, ,0,0,0,0,0,1,1,1,0,14,10,1,0,63,0,0,30,2,2,2,2,0,0,1,1,0,0,0, , ,0,0,0,1,0,0,0,0,0,0,0,2,0,1
2,1,2,0,4,3,3,1,2,1,23,0,0,0,0,0,3,1,0,1, ,0,0,0,0,0,1,1,1,0,15,7,1,1,61,0,0,22,4,4,4,4,1,1,1,0,1,2,0,0, ,1,1,0,1,0,0,0,0,0,0,1,2,0,0
2,1,2,1,4,3,3,1,2,1,28,0,0,0,0,0,3,1,0,1, ,11,0,0,0,0,1,1,1,0,16,6,2,0,61,0,0,25,2,2,1,4,0,1,1,0,1,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,2,1,1
5,1,2,0,4,3,8,2,2,1,52,0,0,0,0,0,2,11,0,8, ,6,0,0,0,0,1,1,1,0,17,95, ,0,63,0,0,52,2,2,2,2,1,1,1,1,1,2,0,0, ,8,1,0,0,0,0,0,0,0,1,0,2,0,0
5,1,2,0,4,3,9,2,2,1,45,0,0,0,0,0,2,7,0,7, ,0,0,0,0,0,1,1,1,0,19,10,2,0,63,0,0,45,2,2,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
2,1,2,0,4,3,4,1,2,1,29,0,0,0,0,0,2,2,0,2, ,0,0,0,0,0,1,1,1,0,13,0,8,0,61,0,0,29,4,2,1,4,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
6,9,1,1,1,2,4,0,2,1,42,0,2,2,1,0,5,2,0,2, ,0,0,0,0,0,1,1,1,0,18,2,2,2,73,1,52,42,2,2,2,2,0,0,0,0,0,0,0, , ,1,1,0,1,1,0,1,1,0,0,0,2,1,0
3,11,1,1,4,15,6,1,2,1,42,0,0,2,0,0,5,4,0,4, ,0,0,0,0,0,1,1,2,0,12,6,2,1,52,1,52,37,2,2,2,2,0,0,0,0,0,0,0, , ,8,0,0,0,0,0,0,1,0,1,2,2,0,0
3,11,1,3,1,2,5,1,3,2,65,0,2,2,1,0,5,1,0,1, ,3,0,0,0,0,1,1,1,0,20,3,2,2,54,0,0,29,2,2,1,2,0,0,1,1,0,0,0, , ,0,1,0,0,0,0,0,0,1,1,0,1,1,0
5,11,1,1,1,6,6,1,2,1,41,0,0,2,0,0,5,3,0,3, ,11,0,0,0,0,1,1,1,0,18,8,1,1,96,1,52,40,4,4,4,4,0,0,1,1,1,0,0, , ,0,0,0,0,0,0,0,0,0,1,2,1,0,0
1,7,2,0,3,7,4,1,4,2,60,0,1,1,0,0,3,1,0,1, ,0,0,0,0,0,1,2,1,0,15,4,2,1,63,1,52,24,4,4,4,4,0,1,0,0,1,0,2, ,0,0,1,0,0,0,1,1,0,1,0,1,2,0,0
2,7,2,0,3,7,4,1,2,1,35,0,1,1,0,0,2,1,0,1, ,0,0,0,0,0,1,1,1,0,14,2,8,1,63,1,63,35,4,4,4,4,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0
3,7,2,0,3,7,4,2,2,1,26,0,2,0,0,0,2,3,0,2, ,0,0,0,0,0,1,1,1,0,16,6,3,1,63,1,63,28,4,4,1,4,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,1,0,2,2,0,3
4,7,2,0,3,7,4,2,2,1,40,0,1,0,0,0,1,4,0,2, ,0,0,0,0,0,1,1,1,0,19,4,3,0,63,0,92,40,2,2,2,2,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,0,0
4,7,2,0,3,7,7,2,2,1,35,0,1,1,0,0,1,5,0,5, ,3,0,0,0,0,1,1,1,1,15,4,3,1,63,1,63,30,4,4,2,4,0,1,0,0,0,3,3,8,1,1,0,0,1,0,0,0,1,1,0,2,2,0,3
7,7,2,0,3,7,6,1,1,2,48,0,1,1,0,0,4,10,0,10, ,3,0,0,0,0,1,1,1,2,14,0,1,1,71,1,63,56,2,2,2,2,0,0,0,0,0,2,2,1,1,1,1,0,1,0,0,0,0,1,0,2,2,0,0
2,7,2,1,3,7,2,0,2,1,23,0,1,1,0,0,2,0,0,0, ,0,0,0,0,0,1,1,1,0,18,4,1,1,63,1,63,23,2,4,4,2,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
3,7,2,1,3,7,5,1,2,1,32,0,1,1,0,0,4,4,0,3, ,0,0,0,0,0,1,2,1,0,12,4,1,2,63,1,63,25,2,2,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
3,8,2,1,3,16,5,1,2,1,31,0,0,0,0,0,2,4,0,3, ,0,0,0,0,0,1,1,1,2,16,3,2,2,36,0,75,30,4,4,4,4,1,1,1,1,0,0,0, , ,1,1,0,1,0,1,0,0,0,8,0,1,0,0
5,8,2,0,3,16,7,2,2,1,35,0,0,0,0,0,1,5,0,5, ,0,0,0,1,0,0,1,1,0,14,8,1,0,61,0,0,40,4,4,4,4,1,1,1,1,1,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
2,4,2,1,4,2,4,1,2,1,32,0,2,0,0,0,4,1,0,1, ,3,0,0,0,0,1,1,1,0,18,0,8,1,63,0,0,32,2,4,2,2,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0
3,4,2,1,4,2,6,1,4,1,60,0,0,0,0,0,4,1,0,1, ,0,0,0,0,0,1,1,1,0,25,5,8,1,63,0,0,39,4,4,2,2,1,1,0,8,0,0,2, ,0,1,8,0,0,0,0,0,0,0,0,2,2,0,0
5,4,2,0,4,2,5,2,2,1,48,0,0,0,0,0,1,3,0,3, ,0,0,0,0,0,1,1,1,0,15,0,8,0,61,0,0,48,2,2,2,2,0,0,0,0,0,0,0, , ,0,0,0,1,0,0,1,0,0,0,2,2,0,2
1,4,2,1,4,2,8,0,4,1,60,0,2,0,1,0,5,0,0,0, ,0,0,0,0,0,1,1,1,0,18,0,8,1,63,0,0,25,4,5,2,4,1,0,1,0,1,1,2,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,0
5,4,2,0,4,2,8,1,2,1,46,0,0,0,0,0,2,8,0,6, ,3,0,0,0,0,1,1,1,0,14,6,2,0,63,0,0,46,2,2,2,2,0,1,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1,2,2,0,2
3,4,2,0,4,2,5,2,2,1,33,0,0,0,0,0,4,4,0,3, ,0,0,0,0,0,1,1,1,0,19,8,1,0,63,0,0,33,4,2,2,2,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1
3,8,2,1,3,59,7,2,2,1,30,0,0,0,0,0,1,6,0,6, ,0,0,0,0,0,1,1,1,0,13,5,8,1,63,1,63,35,4,4,1,4,1,1,1,0,1,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0
2,8,2,1,3,2,4,1,2,1,25,0,2,2,1,0,4,1,0,1, ,3,0,0,0,0,1,1,1,0,20,2,1,1,71,0,52,26,2,2,2,2,1,1,1,1,1,1,0,3, ,1,1,0,1,0,1,0,0,0,0,2,1,1,0
6,8,2,0,3,2,2,0,2,1,52,0,0,0,0,0,1,2,0,0, ,0,0,0,0,0,1,1,1,1,23,4,3,0,63,0,63,56,2,1,1,4,0,0,0,0,0,2,1,1,1,8,0,0,0,0,1,0,1,1,0,2,2,0,2
3,7,2,0,3,14,6,1,2,1,30,0,0,0,0,0,2,6,1,4,1,0,0,0,0,0,1,1,1,0,15,6,1,1,63,0,0,30,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,6,0,0
4,7,2,0,96,14,7,3,2,1,32,0,0,0,0,0,1,6,0,4, ,0,0,0,0,0,0,1,2,0,16,5,8,0,52,0,0,32,2,4,2,4,0,0,0,0,0,0,0, , ,1,0,0,1,0,0,0,1,1,8,2,1,0,0
4,7,2,0,3,14,6,1,2,1,32,0,0,0,0,0,4,7,0,4, ,11,0,0,0,0,1,1,1,0,13,6,1,0,54,0,0,32,2,2,2,2,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,1
3,7,2,0,1,14,4,1,2,1,39,0,0,0,0,0,2,3,0,2, ,11,0,0,0,0,1,1,1,1,20,4,2,1,0,0,0,39,2,2,2,2,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,7,2,0,3,14,6,3,2,1,30,0,0,0,0,0,2,4,0,4, ,0,0,0,0,0,1,1,1,0,18,6,2,0,63,0,0,30,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,2,1,0,0
2,7,2,0,96,14,3,1,2,1,36,0,0,0,0,0,1,3,1,2,2,0,1,0,0,0,0,1,1,0,12,6,8,0,63,0,52,36,2,4,2,4,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,2,2,0,1
3,7,2,0,3,14,6,2,2,1,32,0,0,0,0,0,4,4,0,4, ,0,0,0,0,0,1,1,1,0,20,10,2,0,63,0,0,32,2,2,2,2,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,2,2,0,3
5,10,1,2,1,3,5,1,2,1,46,0,0,2,1,0,5,3,0,3, ,1,0,0,0,0,1,1,1,0,23,5,3,3,96,0,0,46,1,2,2,2,0,0,0,0,0,0,0, , ,1,1,0,1,0,0,0,1,0,0,2,1,1,0
3,10,1,1,1,1,7,0,2,1,39,0,2,2,1,0,5,2,0,2, ,0,0,0,0,0,1,1,1,0,15,4,2,3,14,0,0,37,2,2,2,2,1,1,0,1,0,2,0,1, ,1,0,0,0,0,0,0,1,0,0,0,2,1,0
4,4,2,2,4,2,6,1,2,1,40,1,2,1,1,0,5,4,0,4, ,0,0,0,0,0,1,1,1,0,17,4,1,1,61,0,63,40,1,2,2,2,0,0,0,0,0,2,0,2, ,1,1,0,0,0,0,0,0,1,0,0,1,1,0
2,4,2,0,1,2,5,1,2,1,32,0,0,0,0,0,1,3,0,3, ,3,0,0,0,0,1,1,1,0,11,4,8,0,63,0,0,32,2,2,2,2,1,0,0,0,0,0,0, , ,8,0,0,1,1,1,1,1,0,0,2,2,0,1
3,4,2,1,1,2,3,1,2,1,32,0,0,0,1,0,3,1,0,1, ,0,0,0,0,0,1,1,1,0,24,4,8,2,63,0,0,27,1,1,2,1,0,0,0,0,0,2,0,1, ,1,1,0,0,0,0,0,1,1,0,1,1,1,0
2,4,2,1,1,2,4,2,2,1,22,0,0,0,0,0,2,2,0,2, ,11,0,0,0,0,1,1,1,0,12,2,1,1,83,0,63,25,4,4,4,2,0,0,0,0,0,0,0, , ,8,0,0,1,0,1,0,0,1,0,2,2,0,2
5,4,2,0,1,1,5,0,2,1,42,0,0,0,0,0,3,4,0,4, ,0,0,0,0,0,1,1,1,0,16,0,2,3,63,0,0,42,2,2,2,2,1,0,0,0,0,0,0, , ,1,0,0,1,0,0,0,0,0,0,2,2,0,0
5,4,2,1,1,2,6,2,2,1,39,0,1,0,0,0,4,6,0,5, ,0,0,0,0,0,1,1,1,0,18,4,2,1,63,0,63,40,2,2,2,2,1,1,1,0,0,2,0,2, ,1,0,0,0,0,0,0,0,1,0,2,2,0,0
2,4,2,1,1,2,4,2,2,1,29,0,2,0,0,0,4,2,0,2, ,3,0,0,0,0,1,1,1,0,15,4,1,1,63,0,0,27,2,2,2,4,0,0,0,0,0,2,0,1, ,0,0,0,0,0,0,0,0,1,0,0,2,1,1
4,4,2,0,4,2,8,1,2,1,40,0,0,0,0,0,1,5,0,4, ,0,0,0,0,0,1,1,1,0,14,95,1,0,63,0,0,40,2,2,2,2,1,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,1,0,1,2,2,0,2
1,4,2,1,4,2,2,0,2,1,25,0,0,0,0,0,3,0,0,0, ,0,0,0,0,0,1,1,1,0,17,95,8,1,61,0,0,25,2,2,2,2,0,0,0,0,0,0,0, , ,1,0,0,1,0,0,0,0,0,1,0,2,1,0
2,4,2,0,4,2,3,1,2,1,25,0,0,0,0,0,4,1,0,1, ,3,0,0,0,0,1,1,1,0,19,4,8,2,61,0,0,25,2,2,2,2,0,0,0,0,0,0,0, , ,0,0,0,1,0,0,1,0,0,0,0,2,1,0
2,4,2,1,4,1,3,1,2,1,27,0,0,0,0,0,1,1,0,1, ,11,0,0,0,0,1,1,1,0,17,0,8,2,63,0,52,27,4,2,1, ,1,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0
7,4,2,0,4,2,7,1,2,1,51,0,0,0,0,0,4,11,0,6, ,0,0,0,0,0,1,1,1,0,15,12,3,0,63,1,52,51,4,4,4,4,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
3,4,2,0,4,2,3,1,2,1,30,0,0,0,0,0,2,2,0,1, ,2,1,1,0,0,0,1,1,0,20,95,2,0,63,0,0,30,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,4
4,4,2,1,1,1,5,0,2,1,46,0,0,0,0,0,3,4,0,4, ,11,0,0,0,0,1,1,1,0,20,4,1,1,63,1,61,49,4,4,4,4,1,1,1,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0
6,4,2,0,4,2,7,1,2,1,53,0,0,0,0,0,3,9,0,8, ,0,0,0,0,0,1,1,1,0,13,6,8,0,63,0,0,45,1,2,1,2,0,0,0,0,0,1,1,0,0,8,1,0,0,0,0,0,0,0,0,2,2,0,0
2,4,2,1,4,2,8,3,2,1,24,0,0,0,0,0,2,3,0,3, ,0,0,0,0,0,1,1,1,0,16,0,8,2,63,0,0,24,4,4,2,2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0
7,9,2,0,4,2,4,0,2,1,54,0,0,0,0,0,2,12,0,8, ,0,0,0,0,0,1,1,1,0,15,95,8,0,63,0,0,54,4,4,4,4,1,1,1,1,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
4,9,2,1,4,2,9,2,2,1,39,0,0,0,0,0,1,7,0,7, ,0,0,0,0,0,1,1,1,0,20,95,8,0,63,0,0,40,2,2,2,2,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0
4,9,2,0,4,2,7,2,2,1,40,0,0,0,0,0,2,6,1,5,3,0,0,0,0,0,1,1,1,0,19,6,8,1,63,0,0,40,2,2,2,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,1,0,8,1,1,0,3
2,9,2,1,4,2,5,2,2,1,39,0,0,0,0,0,2,2,0,2, ,0,0,0,0,0,1,1,1,0,18,4,8,3,23,0,52,29,2,2,2,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,8,2,1,1,0
4,9,2,0,4,2,5,1,2,1,34,0,0,0,0,0,2,3,0,3, ,0,0,0,0,0,1,1,1,0,23,0,1,0,63,0,0,40,2,2,2,2,0,0,0,0,0,0,0, , ,0,0,0,1,1,0,0,1,0,1,0,1,0,1
